10000 20000
195 5106 7229
785 958 8704
6381 4286 2200
7703 953 1031
5494 2323 7377
136 6489 8510
7292 5622 9891
8445 774 8654
7922 7686 3702
9306 3183 3565
7418 1679 2842
9089 2179 3384
4934 3765 4192
2191 8448 1512
2409 1267 6599
9343 2343 7024
6825 5689 1265
9824 8373 5105
3172 357 5633
6762 2839 2856
4549 595 704
9561 4593 5794
1385 1809 7102
6954 6053 2018
3889 4199 9147
5925 9383 696
4995 4861 6784
2268 1672 7192
2414 6588 6170
5832 4183 1966
7916 8131 6226
7353 7024 5951
1805 3622 8033
6203 3547 2941
9792 371 4658
7660 4979 9693
7444 4962 193
3851 9191 5128
2667 7270 5267
5824 4656 4585
143 9626 5501
51 1300 1806
3240 584 8580
6259 9537 7090
1442 5889 1624
6840 7450 3937
7682 9884 946
8026 359 6130
448 7650 5674
1147 4706 7457
2878 7390 2056
4535 3940 232
1956 3856 9620
4509 6848 7655
2878 9921 9810
5913 6001 9145
803 1739 5797
4438 7012 4947
9167 7380 2175
3840 1408 548
6771 1019 5225
8677 5296 9722
33 891 9493
6639 6861 4915
2397 7402 4669
1211 6586 8318
7186 8818 8871
1526 4017 3904
9475 2878 1313
3643 759 8031
4931 1153 1380
3534 9782 3144
503 405 9158
8524 3843 3133
3752 3078 3770
9563 3172 9457
2885 5673 717
1739 2898 3915
3658 7669 3478
2408 9722 7646
8811 3030 2510
3379 69 7390
8739 5570 8918
6472 6484 8413
8202 7722 3004
6684 6184 7693
6142 9062 3357
7821 7454 5937
5059 7766 6574
7121 4946 4066
5563 7790 5281
3155 9394 3390
6061 2080 1185
8736 4364 1052
1426 7223 7131
2797 1805 1514
1930 5752 3069
3673 1044 8757
3433 4652 5485
3150 4026 4419
6324 429 9671
4237 2696 1655
406 9601 5872
3873 4494 2137
1591 7711 8642
6521 2380 4530
4974 9328 7153
1012 4444 8634
9473 3566 7724
9084 6311 789
8747 7204 6421
8922 8209 1571
7562 8935 4567
3871 7614 9331
5078 1106 7172
2671 9455 7402
9 8872 8359
6439 5386 3481
99 9122 8604
919 1468 8018
5093 949 7925
486 6578 6496
9360 402 6443
6389 2861 9882
7090 496 783
3146 2019 9042
2301 4467 9563
1688 1195 7227
5420 6266 4477
9095 1940 5504
2466 215 7310
4571 4243 9728
8460 7010 5977
3844 2919 8684
2396 2081 3709
94 3246 709
9591 6736 4949
6688 1001 27
5629 6365 288
2072 7579 8216
6947 4798 5797
906 7103 3988
1420 5451 7475
5093 7605 7847
8919 2582 4141
4403 1838 8766
6741 7880 7520
5528 1965 5434
1336 2469 7830
6449 2215 1529
578 8744 8328
2528 3112 4578
8023 5046 4543
9352 7203 5236
9936 9819 2349
9396 5330 9566
7181 220 3269
6020 7899 9485
8760 686 8139
5125 9725 1203
6077 9478 8500
4065 5622 8609
5327 9287 4020
2244 2997 2900
2893 2459 8490
1957 8297 7785
9545 6192 2762
3638 3967 1635
7610 2016 484
6174 7866 5208
6753 2144 9599
9905 951 5569
2766 8825 8994
3645 8101 9153
5142 3552 6561
9709 5829 7307
2902 9264 705
7309 3840 9925
5470 9891 6655
5169 8074 7691
1532 131 3753
3069 3084 3774
7608 4083 867
8266 4571 4951
3841 4772 4780
3237 9075 3621
4312 791 1228
1293 570 6898
1001 7954 6679
8548 7973 3978
4532 7392 5675
6138 4815 2729
4282 2650 4404
8968 5107 5907
1209 7568 3926
9279 8874 677
143 1211 7973
4757 8558 3299
4155 6232 6044
7666 9726 6116
115 7335 929
1855 6901 2075
7937 3729 5240
5419 7370 2628
4253 6037 4558
8227 158 9099
3046 6744 5798
9264 4803 6997
4974 2796 2330
4357 2026 8226
3240 8888 7789
2591 9182 4219
6623 3674 2986
2891 3809 1315
8324 285 4518
8820 1330 5482
9703 1811 281
6975 5231 4957
9126 7493 3875
6822 197 9369
1305 909 1332
602 9844 6910
9524 4077 4212
6678 6480 2163
1744 4761 2574
2433 1006 8557
7639 4139 2856
1990 901 9707
221 6951 4067
3970 1584 2877
7099 6425 4876
1905 3980 8149
6437 5535 1801
1073 9895 2443
9882 5750 3088
164 986 4663
3314 6521 8637
8860 5774 4982
1277 1911 408
5403 8765 5753
2257 180 5959
2979 9599 7322
5357 7533 8248
893 2689 8736
5107 2611 9841
541 7849 4028
6387 2375 6473
944 4285 8023
7158 4397 6856
7602 7169 3141
3076 98 6785
2094 415 4790
5271 2900 4324
4996 2933 5632
1148 8121 1147
63 5627 7673
6590 8764 2477
4558 8178 9091
9284 1057 5905
338 5248 4966
282 977 9627
3767 7276 3734
6846 7231 1982
4152 9503 3228
8978 4994 8465
36 1515 4325
5489 1664 7611
9999 3804 9818
9154 1931 1874
8857 3070 4397
6982 1006 9234
6004 6774 7289
5190 5765 8752
3785 2320 6043
9529 8005 7838
5901 6498 8791
4551 1568 2375
4802 9706 8355
164 1499 4194
3052 1778 2450
9747 9636 2337
5335 4905 9599
7144 807 4156
211 5567 8977
380 8815 3106
296 5722 7930
1715 7060 8399
8912 2469 2980
8877 5085 9123
4037 4658 2486
9987 2777 5509
6121 4499 7510
1857 2938 9392
8348 2792 5289
2562 5978 1190
851 7542 2991
7069 6059 1798
5193 3899 4408
5013 7645 1008
7437 7919 7929
5130 2591 7119
4084 5222 5085
2917 2847 233
8253 4282 9028
8113 8300 8130
4274 9934 1620
6366 3739 3352
3580 7239 5052
1941 3433 342
7183 4765 3689
9565 9917 7939
9328 702 9542
2177 8016 7112
4364 1362 3614
1455 6163 5156
5387 541 4457
5388 37 1136
8609 6562 12
4034 5666 7336
5658 1854 7987
1600 4301 8148
8815 479 5219
8849 4831 8651
7997 6862 1112
6079 1287 5113
9551 6445 748
8895 5744 2127
1415 3002 3998
1129 1651 6741
8814 9399 8484
6891 3939 5829
5576 2785 9306
8185 6775 9645
7157 4171 1612
9928 2048 431
2667 7527 9885
7971 7345 6139
8847 9233 4170
97 7326 4534
4202 5645 8256
3053 5777 4316
9240 5846 3847
1314 8376 2275
7984 8066 196
4215 822 9337
2133 7746 6711
9096 8654 1392
6988 385 7041
7149 3717 3244
863 8720 4599
5434 685 5622
332 7203 6353
7509 9681 5774
4221 9364 7117
3144 3388 1575
8657 7937 9324
246 8414 9718
1785 5653 654
8209 6906 3954
3373 1668 2989
4558 5656 7451
2482 5877 5225
7379 2115 8613
3170 5792 2369
9754 9663 321
1397 853 1454
3796 6224 8504
4610 1978 1288
8782 9599 7802
7526 7947 107
3012 1261 3868
8169 798 8225
6754 1304 5392
8196 5579 4420
2303 6936 3028
3117 9105 4864
2328 1336 8551
7646 5648 9745
6110 1285 789
7365 2273 271
2 5287 3719
8422 8990 3935
9352 8445 5966
7502 5309 9670
2209 6345 459
9034 3133 6177
8645 7630 5165
7827 2594 8112
5650 3796 4273
2813 3931 5527
834 8830 3823
1597 5267 322
3396 5648 1362
5816 5574 8366
4115 8838 5426
7482 3041 1471
977 7423 3514
9305 2946 3712
9455 4380 5877
1262 4787 2494
8877 7269 8199
8159 1456 5173
6579 6145 7278
9331 7714 4110
6569 1488 776
8889 9934 9995
1854 1616 9586
2999 6240 8967
4457 2341 3104
582 346 5982
7611 2548 9220
9999 4199 9094
7265 3040 5910
8171 958 4511
458 5035 3803
7533 9601 9550
3085 359 6725
3475 1845 9491
8356 5231 6266
6406 1123 4592
5148 7877 2151
9575 3841 2415
8594 3818 5813
2925 3032 7186
1418 5899 4792
490 7564 1406
3917 27 6197
1934 7318 7673
967 8857 2714
1122 5249 4171
1482 476 3850
3994 5253 9374
1337 1616 2059
2916 477 3528
5404 7074 4015
4187 7627 8551
6600 3450 3894
7635 4384 2846
4494 9710 3866
7777 8475 4209
1461 9428 6234
542 1619 3807
5979 3919 509
2824 8425 306
914 5557 5372
8718 9737 2849
3831 287 5718
1380 2070 7316
2867 1123 9676
8461 8226 5668
3667 1505 8086
6643 324 6647
3825 500 2458
7790 8487 749
2336 4375 1500
4139 6064 5513
9954 3296 4634
9780 7629 5719
975 5728 5346
1379 8482 9422
2489 1704 2158
6570 7010 7528
4136 5537 4605
9514 8510 6122
3458 7372 8217
4843 715 6390
1619 3474 4466
3749 8392 6418
9038 1961 9882
7732 9630 8661
1329 1159 4647
7191 642 835
5005 1662 5051
4199 2232 5809
1681 6611 5858
7670 2030 4691
5455 5991 3248
142 5668 9186
2973 5995 522
1774 802 1697
7035 5783 4817
2986 9668 3901
7896 7192 6834
2515 9595 2989
2323 3971 5333
2757 2210 5366
9959 5389 6985
5327 6353 6398
8728 7161 1644
8480 5874 511
2261 1582 9236
4194 237 9800
2655 5794 2706
368 3385 616
9043 3519 73
3556 7438 5477
3557 9577 3831
8293 8069 1162
5663 1300 8203
7687 7185 255
2274 2033 716
8472 3256 8291
3499 2234 5692
7819 9766 9127
5493 6089 83
9157 2321 8649
5146 4935 3357
7475 7085 2921
4609 2020 9042
7398 6946 3675
2521 9565 4694
1011 6879 3006
6912 5635 9727
4653 9402 5945
8889 3487 667
6518 5354 4989
6009 5036 6881
3243 1051 7270
8392 2775 6032
3341 3250 4873
7664 9844 9606
7116 8097 8644
739 633 8375
8210 5681 7277
3105 5253 236
8232 5770 696
8378 3597 7378
68 8044 6493
995 3995 4694
7260 2975 6973
4475 6272 825
3388 4417 9315
9228 8291 8508
5155 7365 9168
9130 1657 8944
8893 9534 8004
215 9740 4501
2963 735 5014
9592 6678 5531
621 6097 6249
5464 6459 6086
7786 1022 1400
8512 4395 8266
3111 7198 149
5025 9550 6809
290 3535 4501
392 2166 4540
251 5701 2351
6464 4813 2795
7737 1446 3911
483 6819 8558
6434 2323 7679
7336 4517 2504
8475 1526 9570
3274 8071 7694
2003 1064 4525
5642 7360 4780
282 3581 9458
1119 9937 7409
6553 8738 1138
7304 907 745
9844 8655 2171
8685 1556 5465
2553 7873 1012
159 5851 5753
7348 2855 956
9147 9870 726
2252 6068 7217
9249 2842 4484
6390 6465 2128
3758 1967 5661
1831 119 9707
3853 9336 7970
6942 1446 8323
6487 2546 2260
9660 6050 1393
7579 2834 4132
2279 507 8598
1145 8083 1149
6385 3624 738
3857 9492 1219
6246 9595 5502
9047 9528 566
6528 759 3004
2736 5014 2009
9342 5405 9583
4816 1884 3015
5223 7408 7238
7773 322 5379
9512 3507 1518
3370 6435 1787
7632 8436 5217
3271 4689 1128
4410 2033 4990
9251 542 156
3023 5671 4010
6203 2457 6878
1819 2286 2612
9620 1004 401
1280 3507 6618
7143 8813 9710
9971 7829 7157
2934 4817 5013
1125 6131 3134
2981 2165 5555
7072 6304 5415
9363 2513 1822
2099 7125 2141
6549 9922 7707
2908 608 6758
2165 5505 3521
2818 8273 2024
151 7030 3711
4849 4511 8571
2044 9187 9031
1293 8140 639
3656 9079 6911
6434 6991 2582
5878 4573 7893
5122 2383 3456
3359 7042 3345
5934 6628 8716
6415 5418 8458
1992 9840 6091
4544 1730 7757
2158 8029 7142
8242 5865 9113
5945 7380 5419
7703 6440 8237
8631 5802 4998
123 7529 2977
26 8092 6365
9162 7066 9260
2446 6298 6446
8501 706 6721
7453 9835 3014
6640 6444 9445
8336 2292 5332
9028 2713 3608
6114 8778 5403
670 7730 4417
8934 3046 7276
536 1890 9113
5700 5674 3093
6387 2156 1267
200 2161 3631
4551 6600 24
4731 6411 371
7833 1405 6890
888 294 8218
694 9869 6569
9914 1055 4662
9856 5677 7131
4438 4826 6931
4550 7826 8707
3024 4930 2769
1428 8709 2417
2822 3402 2187
9256 4160 4243
2067 921 7944
8676 891 3769
8055 8735 6970
5627 441 4335
3977 5238 485
5617 4599 4239
2566 989 4189
4642 4286 5650
7148 5327 7185
1867 7191 3176
3913 9719 2096
8130 5078 7126
8829 5582 3057
1760 1613 1372
3869 75 1711
8570 6579 5175
6895 4479 8923
9692 7964 1520
3542 157 7361
1476 2313 431
8314 2876 3993
2079 860 7542
7212 4274 296
873 5646 4943
3931 8332 9358
3595 2235 7411
2326 3454 9842
9482 2800 8339
255 7306 6684
5556 8319 9606
3331 8482 3173
6525 7734 7676
8317 6821 9681
5962 3555 4154
1131 5056 8983
1929 1139 2751
1764 2943 3260
7054 7573 3618
1569 5217 8345
7789 2972 9503
9200 3831 9080
6048 3801 1590
9912 941 4305
3736 5877 4982
7029 7149 1140
5037 1611 9031
5644 1204 9382
2638 7837 9945
2814 2271 3337
9278 1416 190
8539 6406 9309
338 2626 9482
9845 5501 7677
8990 9650 3186
937 6512 2570
8597 3908 2463
1983 4382 9636
41 6767 5703
4041 1801 5978
129 285 645
363 2259 4270
9186 2801 1147
6764 7930 5646
4334 634 4929
5729 5699 22
8878 9673 4382
5451 473 319
1662 4079 928
8010 5990 1999
2384 995 2085
5880 9963 1154
6667 9723 5645
7814 9868 6541
8845 6002 5213
9426 9018 1958
8729 2775 4449
8698 7786 4876
114 7339 1643
5465 7069 1805
3664 588 5452
5679 4769 5028
6879 7507 9536
4914 8667 9845
9274 6091 4394
387 9007 4444
4653 7437 9273
2996 957 8824
3401 1517 2154
4678 6533 331
2431 7849 6347
7887 1896 3292
3868 7620 4726
5385 1067 2349
8585 6726 2321
4198 166 5341
4330 7676 6922
926 3808 4954
8987 6214 6617
8083 9700 2632
8597 6033 9156
1267 4937 480
5920 5738 5448
9115 8496 4347
386 5487 1726
9047 6056 3549
7002 3460 6544
8751 8164 6259
1561 1419 4344
5877 5617 9205
2027 8709 1732
9342 6286 2474
1368 1496 6874
82 8885 517
1240 6050 1303
734 8630 8460
1130 8761 3843
9330 9894 7839
1093 4870 3062
8979 4491 193
7874 1070 5812
6419 3672 546
7293 9973 8281
9159 3454 4814
40 6617 2003
5530 3068 271
1391 9282 1666
1855 2826 1139
775 205 1125
7919 5337 2007
1603 7762 7786
2643 8452 5279
4863 3091 10
7171 5942 6487
2229 7747 4321
4693 9153 746
1169 5638 7127
4955 9058 9457
5511 8651 4810
1852 4199 379
1991 8863 6680
9023 3968 1986
3596 5708 943
6549 9881 7737
961 9745 482
5690 5251 3015
2441 7284 9380
3984 9698 13
2494 6602 5088
8517 8641 6956
4142 6220 3991
1492 9841 1466
5042 374 2717
488 3234 2694
2701 4768 8757
2947 163 1270
5321 564 700
2090 1966 4527
7948 7262 3298
4416 9665 3383
9802 6625 4643
5371 1487 2063
2424 1826 7331
2562 3695 7541
3450 815 1234
9108 3010 4892
1081 7349 6546
1743 2959 2759
84 3004 3217
2155 4827 5125
8632 2177 4071
3690 7785 2127
7992 6129 3214
8507 4163 4671
7024 7665 7
7781 7274 282
4778 9193 6070
1557 8843 5028
8783 2401 1483
956 3830 9336
5314 1936 7217
2360 2444 526
5944 6348 8193
9979 3423 5555
4273 1385 1490
2440 3010 2421
9063 9348 5218
7642 5243 4079
327 9794 8587
7860 76 9902
9373 9973 4715
1913 9844 1312
1414 987 5318
4868 2897 5553
9223 5423 9775
8047 9669 4942
1947 3727 3661
947 3758 842
1722 1419 9056
5310 464 9928
6845 3870 2710
8328 5975 9089
8786 6489 887
5852 6124 9267
9255 5756 7897
3477 6782 3209
1912 5800 4762
6503 274 3438
7390 3183 8967
982 3520 9911
9081 8137 2636
5437 4599 2162
557 1597 6913
1919 9457 5085
5745 7418 6334
3646 2075 499
784 2778 1076
8623 473 5377
3075 675 6172
7086 9147 4761
7152 8987 7207
3254 799 9471
3237 6016 6326
786 6678 802
6729 8456 4518
9529 5118 4889
4513 8067 5390
5903 3321 3048
2939 9071 6407
2849 9017 1760
1563 1379 7991
1490 5104 8480
3243 3697 3735
2554 5086 3563
1392 7210 8985
9496 330 4031
8335 1856 563
5154 4219 1091
9883 8133 6643
6143 9712 9006
7234 1806 9582
7452 6000 3045
7446 1380 2426
9398 168 9931
5306 6456 42
1697 1271 1428
6160 6415 5429
4328 3591 1478
3465 9597 956
8965 8699 5602
9802 9472 9254
1381 4043 8961
9826 5395 9030
7718 8897 6353
8896 2448 5703
7005 2539 4963
6966 2267 9174
9662 2534 9643
1621 1346 1404
4117 1865 6768
3529 4860 9238
4094 4615 7410
6607 8154 3632
4356 2039 2448
2438 1945 2717
4872 1395 8279
2593 6279 2801
197 9697 3131
2062 3163 3400
5585 4341 1270
1960 2574 3464
2087 9067 6469
2820 5362 2970
2757 7702 7332
488 8339 4953
515 4121 1435
4551 1940 6349
2039 1578 5485
9223 1709 7829
1868 7256 6373
5858 9614 2199
5986 4472 7526
6970 6571 6800
4914 1076 2669
933 1972 571
1755 207 611
6196 9084 3786
6739 3546 6695
9421 9780 6682
3192 5652 3688
9850 1778 6722
6245 1366 8234
8299 8720 6758
1940 7017 9824
4010 6389 3895
784 3885 3003
3249 758 4360
7972 6255 1112
6970 6569 4890
8952 8534 5716
6572 7851 1639
4534 3642 5810
9764 326 4106
6415 3488 2075
661 230 340
9992 8929 401
787 1918 1352
6723 7769 7182
2034 6571 4585
8062 9788 8471
6334 7247 4710
8579 4408 4426
8550 2679 7759
2845 3582 1830
667 2322 5622
5237 2164 7379
4914 3634 8876
5911 295 8846
8290 5565 895
9922 9655 6713
9551 5592 8207
2817 2089 3012
6307 8846 6983
545 7228 6550
4444 8729 4491
2565 9676 9981
7945 1149 8687
8394 4694 9168
7039 2853 5682
264 9754 5879
2402 893 6302
3068 4246 3893
6348 7918 4206
2571 1514 9093
317 5616 6611
7145 3170 5462
7406 9811 7641
7865 8428 9466
4697 6440 4340
2869 9831 6885
9570 5294 8809
2677 7674 811
5414 9927 9936
9768 1609 2730
7164 1857 3517
8416 4357 434
8216 2067 7657
7972 847 9488
1014 2947 2793
9067 8689 6996
2195 5303 3643
7689 809 3478
754 537 3686
8741 2786 1191
6684 7381 2818
3033 6045 7492
6013 3160 9365
4101 5130 3997
8826 3989 7538
7155 3380 7822
7349 6970 5641
8297 9972 9006
5717 7757 8378
7502 7169 2614
5616 2484 2925
6769 5097 1998
1967 2437 2100
5384 1546 6607
6815 4087 9011
8567 840 9636
2118 3544 9372
1473 8863 7890
4154 5488 3822
8831 6629 6155
946 2345 2998
21 1686 246
5330 2335 5489
3212 8717 3321
4621 7019 8616
4560 4571 5455
8632 2033 1614
2365 3116 7813
3898 9165 7646
8231 6121 1319
8389 4589 8332
6929 4363 8941
9908 2779 2981
9134 7844 209
9252 7438 196
1247 671 2766
6584 1843 1057
7776 5107 1249
449 2331 641
4270 3319 5434
9439 4736 9090
4224 4629 1287
3569 5898 9249
8807 3418 3865
7854 4641 4525
4655 6755 1401
1332 4945 24
4255 7901 9976
1693 3007 3436
8721 2859 9803
3181 1370 6420
5921 4564 3123
2406 1286 2164
2504 5581 8365
3496 1833 4911
7963 1607 5920
1515 9305 2514
9733 1431 7844
4909 7411 7387
8483 6361 647
5495 6075 4066
6500 3802 6008
5 9944 9101
5194 357 7203
2452 9796 4889
8128 9459 8198
5619 326 9645
2478 9606 8633
7466 661 9126
4940 4289 5106
5611 4914 1508
9171 8699 5200
3682 6174 9364
8139 3335 9603
4882 6245 3256
923 9523 2292
5544 687 5261
6512 2524 8062
6648 3389 805
3956 1948 8912
9868 572 1901
938 6880 7941
9152 2477 1089
4400 5158 1503
3238 759 3129
2125 7446 9903
9611 8047 5335
4783 7855 121
2146 6672 1537
3967 1453 6113
2397 8227 8958
4207 8446 1795
9472 5455 65
8532 4692 9163
6482 4608 1143
6614 588 9344
5294 4159 9817
9137 2817 3792
9153 829 9312
1453 3071 2208
8716 4643 7113
9604 9541 1703
5763 4705 7957
7690 9860 9392
5516 8364 312
1289 3469 6945
285 2860 6518
4259 5128 8250
1532 688 32
3675 4737 4059
5296 3605 3574
2755 4823 996
513 8554 2576
3827 5850 6464
500 2976 8973
1849 7534 501
2363 1239 7672
2249 7781 2972
8459 6225 8257
8297 1377 9159
2392 9626 2067
2661 7252 3880
5558 8974 6754
200 9760 9811
902 8608 6341
219 5075 5512
6896 12 5074
4646 506 1723
8418 6248 7855
9043 3780 4258
1763 9845 68
4374 8212 6009
1430 7932 8523
9845 5077 5944
3297 4934 7340
260 2818 6919
338 2765 7423
4045 4236 1458
8966 567 3298
2842 5989 5103
7974 2783 2711
229 481 7338
8635 3296 2242
2625 186 9171
1368 108 6073
9387 4965 258
5936 5142 8788
1094 845 350
9996 5433 7252
8421 3703 4412
6902 3905 71
9439 1890 7911
4262 3325 7392
3281 8114 8258
362 9355 792
3099 3672 9152
1633 4914 7457
4478 4370 3309
6342 7739 4491
1135 8606 1082
2633 6743 3883
287 2797 1958
9745 5130 3905
7900 1514 9514
7126 6974 9857
7455 7026 7594
4017 6150 474
2899 353 3150
4752 2257 5419
9346 5904 4895
3685 2744 182
8854 7427 2754
5089 1784 5484
5010 9473 160
7137 5840 7432
5797 1195 761
3312 7216 7142
2215 4561 4700
6049 3968 5059
8667 6049 9462
3303 9671 7581
3294 3041 5949
3483 6788 2585
5518 4397 2618
9910 8490 5684
6008 4093 3854
5025 4099 9118
7081 9440 9934
8639 6811 2962
7545 8725 7127
257 8504 8684
7190 6629 8016
3136 4965 9179
3080 2552 1108
7932 6492 1548
8921 5358 4564
9289 8843 605
1236 3603 3866
8475 6981 9472
1783 4034 6948
2471 5624 6840
3754 9518 2450
6858 1830 2821
2052 9029 4333
1195 7100 3975
8768 984 4388
7518 6020 8792
1581 5942 6385
7340 5263 9510
505 5039 5807
4407 9085 3760
8397 668 8506
9538 1426 2746
8455 4209 4703
494 1790 9339
7129 5475 2160
9577 4639 952
3633 8965 120
1190 4078 3102
4734 995 6483
6178 6115 3424
4179 6799 2992
5918 9708 1221
297 5878 489
7947 3412 3159
4344 1908 6998
1131 3293 6462
7873 9158 3732
7257 9680 9808
3837 5267 2940
2998 6846 4617
603 9964 662
7330 5802 7276
9094 4793 3127
2609 3164 7581
9936 3435 6519
3015 3010 8232
2605 9094 2559
6972 313 7591
214 6057 6468
5503 2176 5764
8042 4849 4575
9757 5545 4625
8269 4423 9058
4654 7777 7040
2418 4918 3441
7215 3030 8834
7153 5108 8141
3728 5862 1967
325 8046 4951
3620 953 1242
3467 5377 104
9453 2049 7724
3168 9661 5126
2926 5051 1165
5326 2470 3364
7188 7994 4911
6218 9189 1607
3749 8156 1381
3011 1519 5739
5469 7758 5157
1986 5638 6471
5392 5023 296
2316 192 8597
3915 2685 6876
2551 2998 8604
8956 398 470
5426 9901 4914
776 6012 1354
8017 1539 5757
4361 7222 5488
4634 7523 8397
9483 2548 858
5656 7049 9931
9208 5735 2456
6015 8036 9056
4824 8228 5785
9661 8839 64
3794 1999 1005
1350 4689 3517
8325 1297 8502
2681 1542 3252
444 8924 2625
3922 9517 139
3781 300 3332
6909 3765 7305
7259 9511 1013
970 503 6803
9866 1525 3587
3627 9802 7636
5909 535 332
4224 3152 7576
9945 9890 9491
9979 9750 2362
5757 9746 5086
2456 9856 6202
5606 4211 1271
7865 1042 3505
4326 1731 425
6908 8724 9592
2825 4621 3037
4356 2832 8895
9607 7580 5567
4547 5924 5026
6486 3051 2336
7594 5253 2016
2946 8392 5414
4688 4043 472
226 9437 5483
6652 83 9787
4983 4702 1467
9356 8784 7105
4091 9086 3584
8104 2464 5184
439 3513 6421
720 9332 979
7576 869 7323
6768 7885 2397
796 3574 130
4782 892 3146
3912 3233 5620
5271 9272 9637
8316 8672 7114
4990 493 1124
5467 9616 7404
7285 7146 4665
8644 2856 2228
3897 9187 4743
1939 3800 8832
1242 7387 795
479 4697 8453
9919 1434 78
7649 907 2550
5737 4336 7028
6626 8348 7512
5306 6439 5161
5573 1638 8978
6976 7985 5728
5228 899 9871
5458 124 4935
4343 6809 9864
8748 2293 1551
1658 2618 600
7125 9693 4478
5080 1186 7471
8097 654 248
5802 8351 3158
4821 9394 8958
5017 3652 1546
5201 6602 8138
6709 6857 328
8275 6096 2043
2090 1859 7365
7672 5608 5896
722 1656 1672
4582 1847 3669
3141 7443 8428
1697 1614 4369
2343 4524 7259
1474 7989 4790
2402 7636 7200
6719 2886 8089
6953 1003 7331
9794 3256 3766
1358 4084 9974
5744 2023 4024
1235 9441 9105
1417 9463 5906
5312 8095 2605
7382 8595 2675
1971 3918 1745
1716 7948 1567
277 775 9444
1085 3076 4637
8792 7594 1416
8968 9249 7742
8388 1394 741
6558 402 3138
7666 1402 6927
2678 6163 3300
1003 7173 8445
5657 8842 7839
994 4152 2071
7474 1932 1899
9725 4573 5326
2541 1331 585
9133 5107 6774
9893 8592 5263
3006 6582 4070
5043 4449 6021
5904 5557 9672
1655 3808 8203
9945 3661 8307
3432 5453 7764
4713 7071 9074
9442 2583 4533
7049 6965 7599
3358 1019 1007
8785 7916 2419
6088 1306 7085
8386 4041 9029
7350 4775 7922
9940 19 24
8129 902 294
5805 2620 9058
3379 8275 9278
9430 3899 4123
5107 4933 6033
9407 1698 1792
5033 8744 3074
2395 8676 2537
9424 4168 7354
8724 8165 2182
7813 7901 342
8906 2982 9546
1030 6559 8197
4869 346 440
9432 1316 5730
2801 7912 8559
2376 7382 9371
1356 8553 6725
841 6722 2395
2743 6601 4002
4190 9950 6620
7580 9983 6210
3128 9478 1032
6918 7015 9973
6083 7291 4115
7287 249 9472
4822 8601 5913
2135 498 6275
9167 8141 3258
6329 2407 3270
8435 1934 4349
4396 7241 4058
5883 9487 1131
2458 1766 2788
999 3945 9831
7608 7550 8958
209 3384 9611
8529 5075 1868
9939 1706 328
5575 196 2211
8839 9712 9135
3646 1343 5377
2478 2393 4150
4127 7687 2187
8657 9628 9397
1040 6883 483
3225 5237 8686
7540 1074 8618
3017 4169 3845
218 1204 9725
5170 3932 539
5207 5602 510
1144 4456 4102
82 4648 4422
9173 9209 2300
4158 3911 1872
7307 6642 3346
1380 3070 7834
5675 1418 5913
1807 8887 2051
8284 2519 9968
9540 5412 5396
2077 1796 106
529 1771 1164
8269 4871 6170
2618 9077 7980
7861 9381 392
6887 2357 4523
788 5488 8735
9062 3785 841
4022 1778 6822
2910 7266 1609
6630 59 3985
4280 5558 2189
6916 2910 4161
6721 172 1678
1199 7435 4498
2293 7908 4531
3974 330 812
5208 3412 1771
8361 6004 8521
647 168 5747
8304 2623 5085
6501 8764 5688
41 4099 8926
4977 4361 5694
7076 2933 8601
868 8704 2493
5316 7999 2815
1515 8227 9474
3859 4310 9107
6556 6371 1389
6106 6792 1648
9829 5628 6667
1872 1726 3089
6822 5664 5883
7437 5527 608
1764 1031 7550
2927 9746 4011
1678 6832 9854
7207 1141 5517
3391 2647 5429
8540 5451 8346
1800 3429 1479
6779 5665 4642
850 7452 5678
6380 9434 9559
6144 3511 6080
4431 5022 9100
4221 6867 5024
3858 8152 1869
8304 2952 1286
1380 3966 6170
1381 3485 9006
91 6008 3021
8229 784 4167
6207 521 2057
899 4354 5420
6085 4338 6747
2591 9924 2268
1324 884 3645
7202 2809 3497
7602 2747 4459
9157 9787 9256
9236 2999 5471
7037 8495 4086
6268 1306 316
6789 3622 6839
7211 7654 2792
229 9326 4910
1026 3533 1516
7866 1783 6239
3894 1587 9675
4276 6361 3831
4619 7485 1360
3327 1695 7521
1529 6990 786
8048 9041 2106
9021 1292 7691
3642 2867 1756
6718 9181 9079
8973 8079 4254
5177 2201 3658
5932 7884 6950
1200 7060 9163
3885 2318 9334
5026 1588 6398
7806 8086 2433
6507 8314 584
7527 1467 650
9611 277 325
5101 1597 5553
5498 5573 1792
9444 4328 7591
8150 7539 4506
855 2337 2985
132 5026 6035
5363 2779 9947
5749 9411 6758
554 76 6501
3986 5678 905
5758 8749 3601
2574 7237 8413
1018 9765 1054
9044 3447 9059
5796 9270 6611
7290 9911 8238
203 90 8097
910 9716 7701
8442 1927 6189
6929 8518 2173
639 6136 2847
7225 2430 3954
5192 1961 6254
5914 9994 553
7051 6174 4807
1344 9894 6635
9551 5844 2358
3542 5844 4039
6322 9491 398
7333 989 6666
5081 9945 5338
9659 4944 6343
3007 7430 213
1757 3373 9498
5621 846 4651
5126 3192 6880
900 6591 5261
3985 8311 9638
825 8038 4040
6565 6007 1138
8370 8038 7458
3245 858 5280
2176 6271 7614
